,clientnum,customer_status,age,gender,dependencies,education_level,marital_status,income_category,card_category,months_on_book,no_of_products,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_trans_amt,total_trans_ct,avg_utilization_ratio,age_bracket,utilization_cat
28,715190283,Existing Customer,57,F,1,Graduate,Unknown,$40K - $60K,Blue,49,3,3,2,3672.0,886,1464,28,0.241,50s,Low
29,827111283,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,41,2,2,2,32426.0,578,1109,28,0.018,40s,Low
30,773146383,Existing Customer,50,F,1,College,Single,$40K - $60K,Silver,43,3,2,3,17304.0,2517,1756,33,0.145,50s,Low
31,778493808,Existing Customer,49,M,3,High School,Married,$60K - $80K,Blue,37,5,2,1,3906.0,0,1756,32,0.0,40s,Low
32,720572508,Existing Customer,38,F,4,Graduate,Single,Unknown,Blue,28,2,3,3,9830.0,2055,1042,23,0.209,30s,Low
33,712661433,Existing Customer,49,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,2,3,34516.0,0,1444,28,0.0,40s,Low
34,738406533,Existing Customer,59,M,1,Doctorate,Married,$40K - $60K,Blue,52,3,2,2,2548.0,2020,1719,27,0.793,50s,High
35,799723908,Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,40,4,3,3,19458.0,1435,1217,27,0.074,40s,Low
36,771490833,Existing Customer,52,M,1,College,Single,$80K - $120K,Blue,40,5,1,1,4745.0,1227,1140,40,0.259,50s,Low
37,720756708,Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,41,6,3,2,2622.0,1549,1878,30,0.591,50s,Medium
40,717891558,Existing Customer,49,F,4,Graduate,Unknown,Less than $40K,Blue,36,6,4,2,3298.0,2200,1052,32,0.667,40s,Medium
41,768563658,Existing Customer,56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458.0,1880,1424,29,0.422,50s,Medium
42,711427458,Existing Customer,44,F,5,Graduate,Married,Unknown,Blue,35,4,1,2,6273.0,978,1359,25,0.156,40s,Low
43,714091983,Existing Customer,42,M,2,High School,Single,$60K - $80K,Blue,34,4,4,3,3336.0,1753,1168,27,0.525,40s,Medium
44,787584108,Existing Customer,55,M,3,Unknown,Married,$80K - $120K,Blue,47,4,2,3,3436.0,2016,1097,33,0.587,50s,Medium
46,711481533,Existing Customer,39,M,1,High School,Divorced,$60K - $80K,Blue,33,5,3,3,5926.0,1251,1316,28,0.211,30s,Low
47,710082708,Existing Customer,44,M,4,Post-Graduate,Single,$120K +,Blue,32,2,4,2,23957.0,2102,1276,26,0.088,40s,Low
48,708155733,Existing Customer,53,M,2,High School,Single,$120K +,Blue,44,4,2,2,14734.0,1634,1289,23,0.111,50s,Low
49,788979258,Existing Customer,51,M,4,Uneducated,Single,$80K - $120K,Silver,38,4,1,4,34516.0,1515,1293,32,0.044,50s,Low
50,807986133,Existing Customer,57,M,2,College,Married,$60K - $80K,Blue,52,5,3,3,6584.0,1817,1353,35,0.276,50s,Low
51,788730933,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,2084.0,1468,1132,28,0.704,40s,High
52,711314058,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,32,2,2,2,1687.0,1107,1670,17,0.656,40s,Medium
53,717975333,Existing Customer,50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,2,2,25300.0,1330,837,15,0.053,50s,Low
54,715971108,Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,42,3,2,3,34516.0,1763,1550,41,0.051,50s,Low
55,720096558,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,3,2216.0,1034,1540,36,0.467,50s,Medium
56,719580033,Existing Customer,54,M,1,Graduate,Unknown,$60K - $80K,Blue,43,4,2,3,2910.0,2030,1256,21,0.698,50s,Medium
57,820582308,Existing Customer,42,M,5,Uneducated,Married,$80K - $120K,Blue,37,6,2,2,22913.0,1528,1394,35,0.067,40s,Low
58,789973308,Existing Customer,44,M,1,College,Single,$60K - $80K,Blue,35,3,3,3,24312.0,1932,1341,24,0.079,40s,Low
59,712876233,Existing Customer,53,M,2,Graduate,Single,$80K - $120K,Blue,36,5,3,2,5272.0,1515,1289,33,0.287,50s,Low
60,804595158,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,6,4,2,7000.0,2517,1112,23,0.36,40s,Medium
61,714826758,Existing Customer,37,F,3,Uneducated,Single,Less than $40K,Blue,29,4,4,2,7038.0,1801,2339,57,0.256,30s,Low
62,779058108,Existing Customer,49,M,3,Graduate,Divorced,$60K - $80K,Blue,30,6,1,2,2536.0,1823,1468,23,0.719,40s,High
63,710790258,Existing Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,38,6,3,2,28904.0,1899,1334,35,0.066,40s,Low
64,715156383,Existing Customer,44,M,1,Unknown,Unknown,$120K +,Blue,36,6,2,2,34516.0,1533,1603,29,0.044,40s,Low
66,755420433,Existing Customer,59,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,10133.0,1417,1068,20,0.14,50s,Low
67,794543958,Existing Customer,53,M,1,Graduate,Divorced,$80K - $120K,Blue,35,5,4,2,34516.0,1219,1590,27,0.035,50s,Low
68,715398033,Existing Customer,53,M,2,High School,Single,$120K +,Blue,35,4,2,1,19040.0,2056,1212,31,0.108,50s,Low
69,711743883,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,3,4026.0,0,1237,32,0.0,40s,Low
70,719720058,Existing Customer,44,M,3,High School,Single,$60K - $80K,Blue,31,4,3,1,12756.0,837,1413,14,0.066,40s,Low
71,778992108,Existing Customer,57,M,2,Unknown,Married,$120K +,Blue,45,5,3,3,5266.0,0,1516,29,0.0,50s,Low
72,717539808,Existing Customer,51,F,2,High School,Single,Less than $40K,Blue,36,3,2,2,9930.0,0,1276,21,0.0,50s,Low
73,714107958,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,36,4,4,3,6576.0,0,1465,34,0.0,40s,Low
74,789140283,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,42,5,4,1,2664.0,2037,1286,29,0.765,50s,High
75,715550508,Existing Customer,45,F,3,Unknown,Married,Unknown,Blue,28,5,1,2,2535.0,2440,1312,20,0.963,40s,High
76,719712633,Existing Customer,64,M,1,Graduate,Married,Less than $40K,Blue,52,6,4,3,1709.0,895,1673,32,0.524,60s,Medium
77,772629333,Existing Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,4,2,3454.0,1200,1313,30,0.347,40s,Medium
78,720336708,Existing Customer,53,M,3,Doctorate,Married,$40K - $60K,Blue,35,5,3,2,3789.0,1706,1609,42,0.45,50s,Medium
80,713843283,Existing Customer,41,F,3,Unknown,Married,Unknown,Silver,34,5,3,3,34516.0,2053,1487,26,0.059,40s,Low
81,779155158,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,34,6,2,2,2940.0,1264,1259,33,0.43,50s,Medium
82,721091583,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,32,3,3,3,3031.0,1879,1298,15,0.62,40s,Medium
83,716657058,Existing Customer,43,F,4,Post-Graduate,Married,Less than $40K,Blue,33,2,3,3,8358.0,926,1566,37,0.111,40s,Low
84,779509983,Existing Customer,53,M,2,Post-Graduate,Single,$120K +,Blue,36,6,1,2,34516.0,931,1022,21,0.027,50s,Low
85,717929133,Existing Customer,44,M,1,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,14450.0,2440,1235,30,0.169,40s,Low
86,708476808,Existing Customer,54,M,4,Unknown,Divorced,$120K +,Blue,36,6,3,2,33791.0,1960,1047,31,0.058,50s,Low
87,708492558,Existing Customer,42,M,3,Unknown,Married,$60K - $80K,Blue,36,5,3,3,15088.0,865,1107,21,0.057,40s,Low
88,799825758,Existing Customer,42,M,4,High School,Divorced,$60K - $80K,Blue,36,5,1,2,3263.0,1674,1251,35,0.513,40s,Medium
89,718619883,Existing Customer,54,F,0,Uneducated,Married,Less than $40K,Blue,36,2,2,2,1494.0,706,1305,24,0.473,50s,Medium
90,714798783,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,36,6,2,2,18886.0,895,1235,18,0.047,40s,Low
91,771894558,Existing Customer,50,M,3,High School,Single,$80K - $120K,Blue,39,4,1,4,9964.0,1559,1626,25,0.156,50s,Low
92,715259583,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,44,3,2,3,5362.0,1901,1553,38,0.355,50s,Medium
93,718414008,Existing Customer,50,M,2,Graduate,Single,$120K +,Blue,36,3,2,2,34516.0,1023,1064,13,0.03,50s,Low
94,714877233,Existing Customer,53,M,1,High School,Married,$80K - $120K,Blue,47,3,2,2,12262.0,1836,1659,38,0.15,50s,Low
95,785387883,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,41,4,3,3,3788.0,1540,1594,47,0.407,40s,Medium
96,771075258,Existing Customer,55,M,2,College,Single,$120K +,Silver,42,2,3,2,34516.0,1527,1268,42,0.044,50s,Low
97,711318033,Existing Customer,47,M,3,Graduate,Single,$60K - $80K,Blue,36,4,2,2,2926.0,0,1304,24,0.0,40s,Low
99,718039683,Existing Customer,52,M,2,High School,Single,$40K - $60K,Blue,45,3,1,2,13532.0,1300,1521,29,0.096,50s,Low
100,710806083,Existing Customer,50,F,1,Uneducated,Unknown,Less than $40K,Silver,36,4,2,2,11888.0,2090,1137,30,0.176,50s,Low
101,714752208,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,2,2393.0,1985,978,16,0.83,40s,High
102,822063408,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,39,5,1,2,6111.0,2517,1221,16,0.412,40s,Medium
103,714490308,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,46,3,2,3,19270.0,1662,1565,28,0.086,50s,Low
104,713356833,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3710.0,2517,1578,34,0.678,50s,Medium
105,711402333,Existing Customer,47,M,2,Doctorate,Single,Less than $40K,Blue,37,2,1,3,3235.0,797,1493,32,0.246,40s,Low
106,719154483,Existing Customer,53,M,2,High School,Divorced,$60K - $80K,Blue,36,5,3,2,7753.0,2100,991,26,0.271,50s,Low
107,711112683,Existing Customer,63,F,1,College,Married,Unknown,Blue,36,6,2,3,3967.0,1568,1657,29,0.395,60s,Medium
108,715674483,Existing Customer,39,F,2,Post-Graduate,Single,Less than $40K,Blue,27,4,2,2,6205.0,2517,1204,19,0.406,30s,Medium
110,789968058,Existing Customer,51,M,1,Unknown,Single,$120K +,Blue,42,6,2,3,9036.0,2327,1131,18,0.258,50s,Low
111,709919283,Existing Customer,54,M,4,Graduate,Married,$80K - $120K,Blue,34,2,3,2,14926.0,2517,1576,25,0.169,50s,Low
112,718744008,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,3,6335.0,1128,1217,20,0.178,50s,Low
115,716104983,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250.0,2117,1617,31,0.941,40s,High
116,772288758,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,36,4,1,3,5349.0,1228,1343,30,0.23,40s,Low
117,712350858,Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24,4,1,3,9366.0,1104,1303,39,0.118,40s,Low
118,712215258,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,18386.0,0,1298,22,0.0,50s,Low
119,773827008,Existing Customer,47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,2405.0,1540,1087,29,0.64,40s,Medium
120,795232683,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,47,4,2,3,2154.0,930,1439,26,0.432,50s,Medium
121,713786508,Existing Customer,42,F,5,Unknown,Married,$40K - $60K,Blue,36,3,3,3,2038.0,0,1238,28,0.0,40s,Low
122,713539833,Existing Customer,48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135.0,0,1716,29,0.0,40s,Low
123,712454058,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38,6,1,3,9364.0,618,1099,27,0.066,40s,Low
124,718759833,Existing Customer,44,F,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643.0,0,1058,24,0.0,40s,Low
125,718803333,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,3195.0,1954,1285,29,0.612,40s,Medium
126,720253908,Existing Customer,56,M,0,High School,Married,$80K - $120K,Blue,43,5,2,1,2852.0,1024,1651,28,0.359,50s,Medium
127,714133158,Existing Customer,59,F,1,College,Single,Unknown,Blue,36,2,3,3,4224.0,1305,1152,31,0.309,50s,Medium
128,713187033,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,20459.0,2071,1767,38,0.101,40s,Low
129,772426383,Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,2,3,3065.0,1570,1130,28,0.512,50s,Medium
130,710975883,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,1,2,2185.0,1761,1645,30,0.806,50s,High
131,715827858,Existing Customer,58,F,4,Uneducated,Married,Less than $40K,Blue,47,3,3,3,2822.0,2173,1218,23,0.77,50s,High
133,709531908,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47,5,2,2,1438.3,0,2184,53,0.0,50s,Low
134,716493408,Existing Customer,45,F,4,Uneducated,Divorced,Unknown,Blue,36,4,3,3,15875.0,1719,1592,37,0.108,40s,Low
135,714141108,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893,1388,28,0.133,50s,Low
137,712608783,Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260,1504,34,0.037,50s,Low
138,820353558,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36,4,1,2,9797.0,1434,1503,34,0.146,40s,Low
139,714964758,Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400.0,1777,1105,28,0.171,40s,Low
140,716264358,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,26792.0,1836,2398,47,0.069,50s,Low
141,710829108,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356.0,985,999,28,0.294,50s,Low
142,779562633,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771.0,2248,1387,18,0.39,40s,Medium
143,715315833,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106.0,2107,1243,24,0.19,50s,Low
144,719360583,Existing Customer,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380.0,1701,1502,25,0.503,50s,Medium
145,709701558,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331.0,1251,1460,50,0.059,40s,Low
146,721148358,Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38,6,2,1,12860.0,0,1348,27,0.0,40s,Low
147,711033408,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355.0,1626,1230,28,0.174,50s,Low
148,779956608,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758.0,0,1555,32,0.0,40s,Low
149,780376683,Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612.0,1976,1827,24,0.135,50s,Low
150,714454758,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347.0,1594,1771,37,0.251,50s,Low
151,715735233,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449.0,1598,1679,42,0.463,50s,Medium
152,720476733,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028.0,799,1002,22,0.133,40s,Low
153,715872333,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214.0,1998,1344,21,0.11,40s,Low
154,712375758,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393.0,1423,1461,42,0.087,50s,Low
156,718030083,Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871.0,1687,1428,22,0.214,50s,Low
157,770817783,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,34516.0,1679,1060,27,0.049,40s,Low
158,779353083,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516.0,1468,1330,32,0.043,40s,Low
159,711441333,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514.0,1580,1229,27,0.15,40s,Low
162,715999608,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377.0,1649,1378,26,0.694,50s,Medium
163,710565408,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516.0,1359,1033,26,0.039,50s,Low
164,805543158,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086.0,2207,1523,40,0.199,50s,Low
165,709752183,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,2517,1374,37,0.22,40s,Low
166,716479233,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721,1080,21,0.13,40s,Low
167,713837058,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955,1234,24,0.76,40s,High
168,770746908,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872.0,2509,1155,32,0.319,40s,Medium
169,794843883,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516.0,1202,1353,33,0.035,40s,Low
170,803043933,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127.0,1835,1546,25,0.165,40s,Low
171,758076408,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857.0,1603,1590,43,0.863,50s,High
172,714171108,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115.0,1141,1223,20,0.539,40s,Medium
173,719662458,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,1117,29,0.472,40s,Medium
174,769425858,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0,1468,26,0.0,40s,Low
175,711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878.0,2222,1658,38,0.16,40s,Low
176,788900883,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106.0,1304,1368,38,0.42,50s,Medium
177,758348808,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516.0,1666,1218,18,0.048,50s,Low
179,717906783,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,5,2,2,5207.0,1748,1310,26,0.336,40s,Medium
180,719437908,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965.0,1644,1767,50,0.092,40s,Low
181,769433508,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733.0,1819,933,25,0.666,40s,Medium
182,790096533,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863.0,1301,1512,27,0.147,50s,Low
184,787541883,Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,3,34516.0,0,1120,27,0.0,40s,Low
185,709930758,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107.0,1222,1506,33,0.11,40s,Low
186,789830058,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573.0,1585,1384,36,0.073,40s,Low
188,710741208,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269.0,1475,2094,25,0.28,30s,Low
191,715341858,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982.0,1289,1377,49,0.65,50s,Medium
192,793636308,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645.0,1650,1193,33,0.355,40s,Medium
193,713779908,Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36,6,3,2,2189.0,1666,1287,36,0.761,40s,High
195,709703433,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,21304.0,1532,1770,25,0.072,40s,Low
196,721022433,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,7577.0,2480,1409,35,0.327,40s,Medium
197,710103558,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,3234.0,1486,1354,28,0.459,50s,Medium
198,715952883,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469.0,1125,1765,34,0.252,,Low
199,719731458,Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910.0,709,1192,27,0.244,50s,Low
201,709485033,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358.0,1152,1737,26,0.489,50s,Medium
202,799471833,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133.0,1510,1435,38,0.482,40s,Medium
203,779656908,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,6,3,2,6990.0,1378,1479,29,0.197,40s,Low
204,788950158,Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,34516.0,1652,1283,39,0.048,30s,Low
206,710620383,Existing Customer,43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,24396.0,1171,965,17,0.048,40s,Low
207,778661358,Existing Customer,46,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,2,2474.0,2143,1541,40,0.866,40s,High
208,789483333,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214.0,795,1258,23,0.152,40s,Low
209,809855808,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207.0,1650,1339,20,0.317,50s,Medium
210,718464258,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,2,9512.0,1082,1007,22,0.114,50s,Low
211,708528483,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,3187.0,2430,1387,33,0.762,40s,High
213,719942883,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,2290.0,1434,1119,18,0.626,50s,Medium
214,807226683,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,1,3,5279.0,1115,1642,41,0.211,40s,Low
215,720615708,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2,2,2601.0,0,1232,32,0.0,50s,Low
216,715050408,Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36,4,3,3,8029.0,1576,1094,32,0.196,40s,Low
217,721132233,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2410.0,1769,1217,30,0.734,40s,High
219,715996983,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682.0,2481,1747,31,0.14,40s,Low
220,773466258,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,3,1,3,4206.0,1100,1144,22,0.262,40s,Low
221,798983508,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,34516.0,1440,1575,34,0.042,40s,Low
222,716451183,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,5556.0,1711,1706,21,0.308,50s,Medium
